From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Keyword ID	Keywords	Gene Names (ORF)	Gene Names (primary)	Organism (ID)	Proteomes	Virus hosts	Taxonomic lineage	Taxonomic lineage (Ids)	3D	Helix	Turn	Beta strand	Motif	Zinc finger	Protein families
NP_150079.1	Q91A24	reviewed	NS48_CVBEN	Non-structural protein of 4.8 kDa (ns4.8) (4.8 kDa accessory protein)	4b	Bovine coronavirus (strain 98TXSF-110-ENT) (BCoV-ENT) (BCV)	45								4b		233262	UP000008570: Genome	Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Coronaviruses ns4/ns4.8 protein family
NP_150080.1	A0A679DTW3	unreviewed	A0A679DTW3_9BETC	12.7 kDa protein		Bovine coronavirus	109										11128			Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							
NP_150080.1	Q8V6W3	reviewed	NS12_CVBQ	Non-structural protein of 12.7 kDa (ns12.7) (12.7 kDa accessory protein)	5a	Bovine coronavirus (strain Quebec) (BCoV) (BCV)	109								5a		11133	UP000008572: Genome	Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Coronaviruses ns12.7 protein family
NP_150080.1	Q99H66	reviewed	NS12_CVBON	Non-structural protein of 12.7 kDa (ns12.7) (12.7 kDa accessory protein)	5a	Bovine coronavirus (strain Ontario) (BCoV) (BCV)	109								5a		231422		Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Coronaviruses ns12.7 protein family
NP_150080.1	P0C2P8	reviewed	NS12_CVBLS	Non-structural protein of 12.7 kDa (ns12.7) (12.7 kDa accessory protein)	5a	Bovine coronavirus (strain LSU-94LSS-051) (BCoV-LSU) (BCV)	109								5a		233261		Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus LSU (no rank), Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	231419 (no rank), 11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Coronaviruses ns12.7 protein family
NP_150080.1	P0C2P7	reviewed	NS12_CVBEN	Non-structural protein of 12.7 kDa (ns12.7) (12.7 kDa accessory protein)	5a	Bovine coronavirus (strain 98TXSF-110-ENT) (BCoV-ENT) (BCV)	109								5a		233262	UP000008570: Genome	Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Coronaviruses ns12.7 protein family
NP_150081.1	Q4U3S8	unreviewed	Q4U3S8_9BETC	Envelope small membrane protein (E protein) (sM protein)	E sM	Bovine coronavirus	84	disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]; viral envelope [GO:0019031]; disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	GO:0016021; GO:0019031; GO:0039707; GO:0044178; GO:0044662; GO:0046760		host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]; viral envelope [GO:0019031]	KW-0053; KW-1040; KW-1043; KW-0472; KW-0812; KW-1133; KW-0261; KW-0946	Apoptosis;Host Golgi apparatus;Host membrane;Membrane;Transmembrane;Transmembrane helix;Viral envelope protein;Virion		E	11128			Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Betacoronaviruses E protein family
NP_150081.1	P15775	reviewed	VEMP_CVBF	Envelope small membrane protein (E protein) (sM protein)	E sM 5b	Bovine coronavirus (strain F15) (BCoV) (BCV)	84	disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]; disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	GO:0016021; GO:0039707; GO:0044178; GO:0044662; GO:0046760		host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]	KW-0053; KW-1040; KW-1043; KW-0472; KW-0812; KW-1133	Apoptosis;Host Golgi apparatus;Host membrane;Membrane;Transmembrane;Transmembrane helix	5b	E	11129		Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Betacoronaviruses E protein family
NP_150081.1	P0C2Q4	reviewed	VEMP_CVBLY	Envelope small membrane protein (E protein) (sM protein)	E sM 5b	Bovine coronavirus (strain LY-138) (BCoV) (BCV)	84	disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]; disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	GO:0016021; GO:0039707; GO:0044178; GO:0044662; GO:0046760		host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]	KW-0053; KW-1040; KW-1043; KW-0472; KW-0812; KW-1133	Apoptosis;Host Golgi apparatus;Host membrane;Membrane;Transmembrane;Transmembrane helix	5b	E	11131		Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Betacoronaviruses E protein family
NP_150081.1	P0C2Q7	reviewed	VEMP_CVBQ	Envelope small membrane protein (E protein) (sM protein)	E sM 5b	Bovine coronavirus (strain Quebec) (BCoV) (BCV)	84	disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]; disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	GO:0016021; GO:0039707; GO:0044178; GO:0044662; GO:0046760		host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]	KW-0053; KW-1040; KW-1043; KW-0472; KW-0812; KW-1133	Apoptosis;Host Golgi apparatus;Host membrane;Membrane;Transmembrane;Transmembrane helix	5b	E	11133	UP000008572: Genome	Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Betacoronaviruses E protein family
NP_150081.1	P0C2Q6	reviewed	VEMP_CVBON	Envelope small membrane protein (E protein) (sM protein)	E sM 5b	Bovine coronavirus (strain Ontario) (BCoV) (BCV)	84	disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]; disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	GO:0016021; GO:0039707; GO:0044178; GO:0044662; GO:0046760		host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]	KW-0053; KW-1040; KW-1043; KW-0472; KW-0812; KW-1133	Apoptosis;Host Golgi apparatus;Host membrane;Membrane;Transmembrane;Transmembrane helix	5b	E	231422		Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Betacoronaviruses E protein family
NP_150081.1	P0C2Q5	reviewed	VEMP_CVBOK	Envelope small membrane protein (E protein) (sM protein)	E sM 5b	Bovine coronavirus (strain OK-0514) (BCoV) (BCV)	84	disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]; disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	GO:0016021; GO:0039707; GO:0044178; GO:0044662; GO:0046760		host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]	KW-0053; KW-1040; KW-1043; KW-0472; KW-0812; KW-1133	Apoptosis;Host Golgi apparatus;Host membrane;Membrane;Transmembrane;Transmembrane helix	5b	E	231432		Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus strain OK (no rank), Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	231421 (no rank), 11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Betacoronaviruses E protein family
NP_150081.1	P0C2Q2	reviewed	VEMP_CVBLS	Envelope small membrane protein (E protein) (sM protein)	E sM 5b	Bovine coronavirus (strain LSU-94LSS-051) (BCoV-LSU) (BCV)	84	disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]; disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	GO:0016021; GO:0039707; GO:0044178; GO:0044662; GO:0046760		host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]	KW-0053; KW-1040; KW-1043; KW-0472; KW-0812; KW-1133	Apoptosis;Host Golgi apparatus;Host membrane;Membrane;Transmembrane;Transmembrane helix	5b	E	233261		Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus LSU (no rank), Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	231419 (no rank), 11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Betacoronaviruses E protein family
NP_150081.1	P0C2Q1	reviewed	VEMP_CVBEN	Envelope small membrane protein (E protein) (sM protein)	E sM 5b	Bovine coronavirus (strain 98TXSF-110-ENT) (BCoV-ENT) (BCV)	84	disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]; disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	GO:0016021; GO:0039707; GO:0044178; GO:0044662; GO:0046760		host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]	KW-0053; KW-1040; KW-1043; KW-0472; KW-0812; KW-1133	Apoptosis;Host Golgi apparatus;Host membrane;Membrane;Transmembrane;Transmembrane helix	5b	E	233262	UP000008570: Genome	Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Betacoronaviruses E protein family
NP_150081.1	P0C2Q3	reviewed	VEMP_CVBLU	Envelope small membrane protein (E protein) (sM protein)	E sM 5b	Bovine coronavirus (strain 98TXSF-110-LUN) (BCoV-LUN) (BCV)	84	disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]; disruption by virus of host cell membrane [GO:0044662]; pore formation by virus in membrane of host cell [GO:0039707]; viral budding from Golgi membrane [GO:0046760]	GO:0016021; GO:0039707; GO:0044178; GO:0044662; GO:0046760		host cell Golgi membrane [GO:0044178]; integral component of membrane [GO:0016021]	KW-0053; KW-1040; KW-1043; KW-0472; KW-0812; KW-1133	Apoptosis;Host Golgi apparatus;Host membrane;Membrane;Transmembrane;Transmembrane helix	5b	E	233264	UP000008571: Genome	Bos taurus (Bovine) [TaxID: 9913]	Bovine coronavirus (no rank), Betacoronavirus 1 (species), Embecovirus (subgenus), Betacoronavirus (genus), Orthocoronavirinae (subfamily), Coronaviridae (family), Cornidovirineae (suborder), Nidovirales (order), Pisoniviricetes (class), Pisuviricota (phylum), Orthornavirae (kingdom), Riboviria (no rank), Viruses (superkingdom)	11128 (no rank), 694003 (species), 2509481 (subgenus), 694002 (genus), 2501931 (subfamily), 11118 (family), 2499399 (suborder), 76804 (order), 2732506 (class), 2732408 (phylum), 2732396 (kingdom), 2559587 (no rank), 10239 (superkingdom)							Betacoronaviruses E protein family
